audio_id,driver_id,trip_id,timestamp,noise_level_db,is_horn,driving_state
AUD000029,DRV001,DRV001_T01,2024-02-06 06:46:00,70.75,0,braking
AUD000030,DRV001,DRV001_T01,2024-02-06 06:46:30,69.03,0,braking
AUD000031,DRV001,DRV001_T01,2024-02-06 06:47:00,71.68,0,cruising
AUD000032,DRV001,DRV001_T01,2024-02-06 06:47:30,66.85,0,cruising
AUD000033,DRV001,DRV001_T01,2024-02-06 06:48:00,66.42,0,cruising
AUD000034,DRV001,DRV001_T01,2024-02-06 06:48:30,70.05,0,cruising
AUD000035,DRV001,DRV001_T01,2024-02-06 06:49:00,67.09,0,cruising
AUD000036,DRV001,DRV001_T01,2024-02-06 06:49:30,63.46,0,cruising
AUD000037,DRV001,DRV001_T01,2024-02-06 06:50:00,77.37,0,bumpy
AUD000038,DRV001,DRV001_T01,2024-02-06 06:50:30,69.69,0,braking
AUD000039,DRV001,DRV001_T01,2024-02-06 06:51:00,75.27,0,braking
AUD000040,DRV001,DRV001_T01,2024-02-06 06:51:30,80.31,0,accelerating
AUD000041,DRV001,DRV001_T01,2024-02-06 06:52:00,75.34,0,accelerating
AUD000042,DRV001,DRV001_T01,2024-02-06 06:52:30,76.53,0,accelerating
AUD000043,DRV001,DRV001_T01,2024-02-06 06:53:00,82.23,0,accelerating
AUD000044,DRV001,DRV001_T01,2024-02-06 06:53:30,74.4,0,sharp_turn
AUD000045,DRV001,DRV001_T01,2024-02-06 06:54:00,69.75,0,sharp_turn
AUD000046,DRV001,DRV001_T01,2024-02-06 06:54:30,64.6,0,cruising
AUD000047,DRV001,DRV001_T01,2024-02-06 06:55:00,70.27,0,cruising
AUD000048,DRV001,DRV001_T01,2024-02-06 06:55:30,70.19,0,cruising
AUD000049,DRV001,DRV001_T01,2024-02-06 06:56:00,70.62,0,cruising
AUD000050,DRV001,DRV001_T01,2024-02-06 06:56:30,78.6,0,accelerating
AUD000051,DRV001,DRV001_T01,2024-02-06 06:57:00,77.4,0,accelerating
AUD000052,DRV001,DRV001_T01,2024-02-06 06:57:30,65.48,0,cruising
AUD000053,DRV001,DRV001_T01,2024-02-06 06:58:00,67.11,0,cruising
AUD000054,DRV001,DRV001_T01,2024-02-06 06:58:30,64.56,0,cruising
AUD000055,DRV001,DRV001_T01,2024-02-06 06:59:00,62.58,0,cruising
AUD000056,DRV001,DRV001_T01,2024-02-06 06:59:30,64.73,0,cruising
AUD000057,DRV001,DRV001_T01,2024-02-06 07:00:00,71.83,0,braking
AUD000058,DRV001,DRV001_T01,2024-02-06 07:00:30,71.81,0,braking
AUD000059,DRV001,DRV001_T01,2024-02-06 07:01:00,70.96,0,braking
AUD000060,DRV001,DRV001_T01,2024-02-06 07:01:30,100.7,1,braking
AUD000061,DRV001,DRV001_T01,2024-02-06 07:02:00,68.02,0,braking
AUD000062,DRV001,DRV001_T01,2024-02-06 07:02:30,71.22,0,braking
AUD000063,DRV001,DRV001_T01,2024-02-06 07:03:00,72.23,0,bumpy
AUD000064,DRV001,DRV001_T01,2024-02-06 07:03:30,63.39,0,cruising
AUD000065,DRV001,DRV001_T01,2024-02-06 07:04:00,68.61,0,sharp_turn
AUD000066,DRV001,DRV001_T01,2024-02-06 07:04:30,68.2,0,sharp_turn
AUD000067,DRV001,DRV001_T01,2024-02-06 07:05:00,70.02,0,sharp_turn
AUD000068,DRV001,DRV001_T01,2024-02-06 07:05:30,74.26,0,sharp_turn
AUD000069,DRV001,DRV001_T01,2024-02-06 07:06:00,65.0,0,cruising
AUD000070,DRV001,DRV001_T01,2024-02-06 07:06:30,68.3,0,cruising
AUD000071,DRV001,DRV001_T01,2024-02-06 07:07:00,75.08,0,accelerating
AUD000072,DRV001,DRV001_T01,2024-02-06 07:07:30,75.59,0,braking
AUD000073,DRV001,DRV001_T01,2024-02-06 07:08:00,68.17,0,braking
AUD000074,DRV001,DRV001_T01,2024-02-06 07:08:30,57.22,0,idle
AUD000075,DRV001,DRV001_T01,2024-02-06 07:09:00,58.0,0,idle
AUD000076,DRV001,DRV001_T01,2024-02-06 07:09:30,66.79,0,cruising
AUD000077,DRV001,DRV001_T01,2024-02-06 07:10:00,71.65,0,cruising
AUD000078,DRV001,DRV001_T01,2024-02-06 07:10:30,66.85,0,cruising
AUD000079,DRV001,DRV001_T01,2024-02-06 07:11:00,69.82,0,cruising
AUD000080,DRV001,DRV001_T01,2024-02-06 07:11:30,71.25,0,cruising
AUD000081,DRV001,DRV001_T01,2024-02-06 07:12:00,68.37,0,cruising
AUD000082,DRV001,DRV001_T01,2024-02-06 07:12:30,70.67,0,cruising
AUD000083,DRV001,DRV001_T01,2024-02-06 07:13:00,66.28,0,cruising
AUD000084,DRV001,DRV001_T01,2024-02-06 07:13:30,67.79,0,cruising
AUD000085,DRV001,DRV001_T01,2024-02-06 07:14:00,68.11,0,cruising
AUD000086,DRV001,DRV001_T01,2024-02-06 07:14:30,69.53,0,cruising
AUD000087,DRV001,DRV001_T01,2024-02-06 07:15:00,68.67,0,cruising
AUD000088,DRV001,DRV001_T01,2024-02-06 07:15:30,66.0,0,cruising
AUD000089,DRV001,DRV001_T01,2024-02-06 07:16:00,65.35,0,cruising
AUD000090,DRV001,DRV001_T01,2024-02-06 07:16:30,69.72,0,cruising
AUD000091,DRV001,DRV001_T01,2024-02-06 07:17:00,73.18,0,braking
AUD000092,DRV001,DRV001_T02,2024-02-06 07:27:00,63.11,0,idle
AUD000093,DRV001,DRV001_T02,2024-02-06 07:27:30,56.68,0,idle
AUD000094,DRV001,DRV001_T02,2024-02-06 07:28:00,63.27,0,cruising
AUD000095,DRV001,DRV001_T02,2024-02-06 07:28:30,60.26,0,idle
AUD000096,DRV001,DRV001_T02,2024-02-06 07:29:00,59.39,0,idle
AUD000097,DRV001,DRV001_T02,2024-02-06 07:29:30,53.65,0,idle
AUD000098,DRV001,DRV001_T02,2024-02-06 07:30:00,53.03,0,idle
AUD000099,DRV001,DRV001_T02,2024-02-06 07:30:30,54.31,0,idle
AUD000100,DRV001,DRV001_T02,2024-02-06 07:31:00,62.68,0,cruising
AUD000101,DRV001,DRV001_T02,2024-02-06 07:31:30,74.93,0,accelerating
AUD000102,DRV001,DRV001_T02,2024-02-06 07:32:00,74.9,0,accelerating
AUD000103,DRV001,DRV001_T02,2024-02-06 07:32:30,77.19,0,accelerating
AUD000104,DRV001,DRV001_T02,2024-02-06 07:33:00,77.74,0,accelerating
AUD000105,DRV001,DRV001_T02,2024-02-06 07:33:30,71.13,0,cruising
AUD000106,DRV001,DRV001_T02,2024-02-06 07:34:00,76.52,0,accelerating
AUD000107,DRV001,DRV001_T02,2024-02-06 07:34:30,78.11,0,accelerating
AUD000108,DRV001,DRV001_T02,2024-02-06 07:35:00,80.1,0,accelerating
AUD000109,DRV001,DRV001_T02,2024-02-06 07:35:30,57.83,0,idle
AUD000110,DRV001,DRV001_T02,2024-02-06 07:36:00,61.39,0,idle
AUD000111,DRV001,DRV001_T02,2024-02-06 07:36:30,51.81,0,idle
AUD000112,DRV001,DRV001_T02,2024-02-06 07:37:00,77.5,0,accelerating
AUD000113,DRV001,DRV001_T02,2024-02-06 07:37:30,73.97,0,accelerating
AUD000114,DRV001,DRV001_T02,2024-02-06 07:38:00,77.39,0,accelerating
AUD000115,DRV001,DRV001_T02,2024-02-06 07:38:30,64.64,0,cruising
AUD000116,DRV001,DRV001_T02,2024-02-06 07:39:00,66.55,0,cruising
AUD000117,DRV001,DRV001_T02,2024-02-06 07:39:30,89.54,1,cruising
AUD000118,DRV001,DRV001_T02,2024-02-06 07:40:00,68.09,0,cruising
AUD000119,DRV001,DRV001_T02,2024-02-06 07:40:30,79.29,0,accelerating
AUD000120,DRV001,DRV001_T02,2024-02-06 07:41:00,78.78,0,accelerating
AUD000121,DRV001,DRV001_T02,2024-02-06 07:41:30,75.65,0,bumpy
AUD000122,DRV001,DRV001_T02,2024-02-06 07:42:00,71.41,0,cruising
AUD000123,DRV001,DRV001_T02,2024-02-06 07:42:30,66.56,0,cruising
AUD000124,DRV001,DRV001_T02,2024-02-06 07:43:00,71.23,0,cruising
AUD000125,DRV001,DRV001_T02,2024-02-06 07:43:30,69.21,0,sharp_turn
AUD000126,DRV001,DRV001_T02,2024-02-06 07:44:00,70.92,0,sharp_turn
AUD000127,DRV001,DRV001_T02,2024-02-06 07:44:30,70.38,0,sharp_turn
AUD000128,DRV001,DRV001_T02,2024-02-06 07:45:00,66.29,0,cruising
AUD000129,DRV001,DRV001_T02,2024-02-06 07:45:30,68.38,0,cruising
AUD000130,DRV001,DRV001_T02,2024-02-06 07:46:00,67.78,0,cruising
AUD000131,DRV001,DRV001_T02,2024-02-06 07:46:30,68.04,0,cruising
AUD000132,DRV001,DRV001_T02,2024-02-06 07:47:00,70.36,0,sharp_turn
AUD000133,DRV001,DRV001_T02,2024-02-06 07:47:30,69.88,0,sharp_turn
AUD000134,DRV001,DRV001_T02,2024-02-06 07:48:00,64.08,0,cruising
AUD000135,DRV001,DRV001_T02,2024-02-06 07:48:30,66.37,0,cruising
AUD000136,DRV001,DRV001_T02,2024-02-06 07:49:00,62.83,0,cruising
AUD000137,DRV001,DRV001_T02,2024-02-06 07:49:30,74.43,0,braking
AUD000138,DRV001,DRV001_T02,2024-02-06 07:50:00,72.36,0,braking
AUD000139,DRV001,DRV001_T02,2024-02-06 07:50:30,71.64,0,braking
AUD000140,DRV001,DRV001_T02,2024-02-06 07:51:00,72.83,0,braking
AUD000141,DRV001,DRV001_T02,2024-02-06 07:51:30,59.72,0,idle
AUD000142,DRV001,DRV001_T02,2024-02-06 07:52:00,58.44,0,idle
AUD000143,DRV001,DRV001_T02,2024-02-06 07:52:30,51.74,0,idle
AUD000144,DRV001,DRV001_T02,2024-02-06 07:53:00,63.91,0,cruising
AUD000145,DRV001,DRV001_T02,2024-02-06 07:53:30,54.36,0,idle
AUD000146,DRV001,DRV001_T02,2024-02-06 07:54:00,55.45,0,idle
AUD000147,DRV001,DRV001_T03,2024-02-06 08:02:00,58.35,0,idle
AUD000148,DRV001,DRV001_T03,2024-02-06 08:02:30,61.23,0,idle
AUD000149,DRV001,DRV001_T03,2024-02-06 08:03:00,61.16,0,idle
AUD000150,DRV001,DRV001_T03,2024-02-06 08:03:30,60.88,0,idle
AUD000151,DRV001,DRV001_T03,2024-02-06 08:04:00,66.83,0,cruising
AUD000152,DRV001,DRV001_T03,2024-02-06 08:04:30,66.24,0,cruising
AUD000153,DRV001,DRV001_T03,2024-02-06 08:05:00,64.52,0,cruising
AUD000154,DRV001,DRV001_T03,2024-02-06 08:05:30,65.4,0,sharp_turn
AUD000155,DRV001,DRV001_T03,2024-02-06 08:06:00,68.22,0,sharp_turn
AUD000156,DRV001,DRV001_T03,2024-02-06 08:06:30,77.08,0,bumpy
AUD000157,DRV001,DRV001_T03,2024-02-06 08:07:00,74.68,0,bumpy
AUD000158,DRV001,DRV001_T03,2024-02-06 08:07:30,65.72,0,cruising
AUD000159,DRV001,DRV001_T03,2024-02-06 08:08:00,71.34,0,cruising
AUD000160,DRV001,DRV001_T03,2024-02-06 08:08:30,74.23,0,braking
AUD000161,DRV001,DRV001_T03,2024-02-06 08:09:00,71.38,0,braking
AUD000162,DRV001,DRV001_T03,2024-02-06 08:09:30,73.37,0,braking
AUD000163,DRV001,DRV001_T03,2024-02-06 08:10:00,64.37,0,cruising
AUD000164,DRV001,DRV001_T03,2024-02-06 08:10:30,72.85,0,cruising
AUD000165,DRV001,DRV001_T03,2024-02-06 08:11:00,65.53,0,cruising
AUD000166,DRV001,DRV001_T03,2024-02-06 08:11:30,73.58,0,bumpy
AUD000167,DRV001,DRV001_T03,2024-02-06 08:12:00,79.58,0,bumpy
AUD000168,DRV001,DRV001_T03,2024-02-06 08:12:30,78.75,0,bumpy
AUD000169,DRV001,DRV001_T03,2024-02-06 08:13:00,75.72,0,accelerating
AUD000170,DRV001,DRV001_T03,2024-02-06 08:13:30,82.42,0,accelerating
AUD000171,DRV001,DRV001_T03,2024-02-06 08:14:00,74.93,0,accelerating
AUD000172,DRV001,DRV001_T03,2024-02-06 08:14:30,64.08,0,cruising
AUD000173,DRV001,DRV001_T03,2024-02-06 08:15:00,64.88,0,cruising
AUD000174,DRV001,DRV001_T03,2024-02-06 08:15:30,65.45,0,cruising
AUD000175,DRV001,DRV001_T03,2024-02-06 08:16:00,76.91,0,braking
AUD000176,DRV001,DRV001_T03,2024-02-06 08:16:30,68.9,0,braking
AUD000177,DRV001,DRV001_T03,2024-02-06 08:17:00,72.29,0,cruising
AUD000178,DRV001,DRV001_T03,2024-02-06 08:17:30,63.71,0,cruising
AUD000179,DRV001,DRV001_T03,2024-02-06 08:18:00,62.83,0,cruising
AUD000180,DRV001,DRV001_T03,2024-02-06 08:18:30,64.74,0,cruising
AUD000181,DRV001,DRV001_T03,2024-02-06 08:19:00,66.58,0,cruising
AUD000182,DRV001,DRV001_T03,2024-02-06 08:19:30,70.36,0,cruising
AUD000183,DRV001,DRV001_T03,2024-02-06 08:20:00,63.17,0,cruising
AUD000184,DRV001,DRV001_T03,2024-02-06 08:20:30,67.59,0,cruising
AUD000185,DRV001,DRV001_T03,2024-02-06 08:21:00,69.99,0,cruising
AUD000186,DRV001,DRV001_T03,2024-02-06 08:21:30,71.49,0,cruising
AUD000187,DRV001,DRV001_T03,2024-02-06 08:22:00,64.24,0,cruising
AUD000188,DRV001,DRV001_T04,2024-02-06 08:31:00,56.95,0,idle
AUD000189,DRV001,DRV001_T04,2024-02-06 08:31:30,52.62,0,idle
AUD000190,DRV001,DRV001_T04,2024-02-06 08:32:00,55.48,0,idle
AUD000191,DRV001,DRV001_T04,2024-02-06 08:32:30,58.84,0,idle
AUD000192,DRV001,DRV001_T04,2024-02-06 08:33:00,58.54,0,idle
AUD000193,DRV001,DRV001_T04,2024-02-06 08:33:30,68.51,0,cruising
AUD000194,DRV001,DRV001_T04,2024-02-06 08:34:00,69.37,0,cruising
AUD000195,DRV001,DRV001_T04,2024-02-06 08:34:30,73.22,0,cruising
AUD000196,DRV001,DRV001_T04,2024-02-06 08:35:00,70.37,0,braking
AUD000197,DRV001,DRV001_T04,2024-02-06 08:35:30,70.01,0,braking
AUD000198,DRV001,DRV001_T04,2024-02-06 08:36:00,70.58,0,cruising
AUD000199,DRV001,DRV001_T04,2024-02-06 08:36:30,64.25,0,cruising
AUD000200,DRV001,DRV001_T04,2024-02-06 08:37:00,69.46,0,cruising
AUD000201,DRV001,DRV001_T04,2024-02-06 08:37:30,69.64,0,cruising
AUD000202,DRV001,DRV001_T04,2024-02-06 08:38:00,70.67,0,sharp_turn
AUD000203,DRV001,DRV001_T04,2024-02-06 08:38:30,70.83,0,sharp_turn
AUD000204,DRV001,DRV001_T04,2024-02-06 08:39:00,71.15,0,sharp_turn
AUD000205,DRV001,DRV001_T04,2024-02-06 08:39:30,67.34,0,sharp_turn
AUD000206,DRV001,DRV001_T04,2024-02-06 08:40:00,70.65,0,braking
AUD000207,DRV001,DRV001_T04,2024-02-06 08:40:30,73.39,0,braking
AUD000208,DRV001,DRV001_T04,2024-02-06 08:41:00,74.29,0,braking
AUD000209,DRV001,DRV001_T04,2024-02-06 08:41:30,60.73,0,idle
AUD000210,DRV001,DRV001_T04,2024-02-06 08:42:00,59.08,0,idle
AUD000211,DRV001,DRV001_T04,2024-02-06 08:42:30,70.1,0,braking
AUD000212,DRV001,DRV001_T04,2024-02-06 08:43:00,73.6,0,braking
AUD000213,DRV001,DRV001_T04,2024-02-06 08:43:30,72.21,0,braking
AUD000214,DRV001,DRV001_T04,2024-02-06 08:44:00,71.23,0,cruising
AUD000215,DRV001,DRV001_T04,2024-02-06 08:44:30,64.25,0,cruising
AUD000216,DRV001,DRV001_T04,2024-02-06 08:45:00,80.42,0,accelerating
AUD000217,DRV001,DRV001_T04,2024-02-06 08:45:30,73.44,0,accelerating
AUD000218,DRV001,DRV001_T04,2024-02-06 08:46:00,79.42,0,accelerating
AUD000219,DRV001,DRV001_T04,2024-02-06 08:46:30,57.93,0,idle
AUD000220,DRV001,DRV001_T04,2024-02-06 08:47:00,69.91,0,braking
AUD000221,DRV001,DRV001_T04,2024-02-06 08:47:30,66.95,0,braking
AUD000222,DRV001,DRV001_T04,2024-02-06 08:48:00,63.95,0,cruising
AUD000223,DRV001,DRV001_T04,2024-02-06 08:48:30,69.78,0,cruising
AUD000224,DRV001,DRV001_T04,2024-02-06 08:49:00,69.68,0,cruising
AUD000225,DRV001,DRV001_T04,2024-02-06 08:49:30,65.66,0,cruising
AUD000226,DRV001,DRV001_T04,2024-02-06 08:50:00,91.84,1,cruising
AUD000227,DRV001,DRV001_T04,2024-02-06 08:50:30,76.85,0,braking
AUD000228,DRV001,DRV001_T04,2024-02-06 08:51:00,73.44,0,braking
AUD000229,DRV001,DRV001_T04,2024-02-06 08:51:30,69.41,0,braking
AUD000230,DRV001,DRV001_T04,2024-02-06 08:52:00,69.33,0,braking
AUD000231,DRV001,DRV001_T04,2024-02-06 08:52:30,67.89,0,braking
AUD000232,DRV001,DRV001_T04,2024-02-06 08:53:00,76.33,0,braking
AUD000233,DRV001,DRV001_T04,2024-02-06 08:53:30,74.63,0,braking
AUD000234,DRV001,DRV001_T04,2024-02-06 08:54:00,59.56,0,idle
AUD000235,DRV001,DRV001_T05,2024-02-06 09:01:00,65.17,0,cruising
AUD000236,DRV001,DRV001_T05,2024-02-06 09:01:30,62.86,0,cruising
AUD000237,DRV001,DRV001_T05,2024-02-06 09:02:00,68.03,0,cruising
AUD000238,DRV001,DRV001_T05,2024-02-06 09:02:30,72.69,0,cruising
AUD000239,DRV001,DRV001_T05,2024-02-06 09:03:00,63.59,0,cruising
AUD000240,DRV001,DRV001_T05,2024-02-06 09:03:30,77.08,0,braking
AUD000241,DRV001,DRV001_T05,2024-02-06 09:04:00,73.23,0,braking
AUD000242,DRV001,DRV001_T05,2024-02-06 09:04:30,73.24,0,braking
AUD000243,DRV001,DRV001_T05,2024-02-06 09:05:00,68.67,0,cruising
AUD000244,DRV001,DRV001_T05,2024-02-06 09:05:30,53.1,0,idle
AUD000245,DRV001,DRV001_T05,2024-02-06 09:06:00,65.04,0,cruising
AUD000246,DRV001,DRV001_T05,2024-02-06 09:06:30,65.82,0,cruising
AUD000247,DRV001,DRV001_T05,2024-02-06 09:07:00,71.13,0,cruising
AUD000248,DRV001,DRV001_T05,2024-02-06 09:07:30,71.92,0,cruising
AUD000249,DRV001,DRV001_T05,2024-02-06 09:08:00,64.95,0,cruising
AUD000250,DRV001,DRV001_T05,2024-02-06 09:08:30,72.47,0,sharp_turn
AUD000251,DRV001,DRV001_T05,2024-02-06 09:09:00,71.22,0,sharp_turn
AUD000252,DRV001,DRV001_T05,2024-02-06 09:09:30,67.39,0,cruising
AUD000253,DRV001,DRV001_T05,2024-02-06 09:10:00,67.22,0,cruising
AUD000254,DRV001,DRV001_T05,2024-02-06 09:10:30,68.84,0,cruising
AUD000255,DRV001,DRV001_T05,2024-02-06 09:11:00,64.08,0,cruising
AUD000256,DRV001,DRV001_T05,2024-02-06 09:11:30,64.71,0,sharp_turn
AUD000257,DRV001,DRV001_T05,2024-02-06 09:12:00,67.97,0,cruising
AUD000258,DRV001,DRV001_T05,2024-02-06 09:12:30,65.93,0,cruising
AUD000259,DRV001,DRV001_T05,2024-02-06 09:13:00,66.76,0,cruising
AUD000260,DRV001,DRV001_T05,2024-02-06 09:13:30,74.61,0,sharp_turn
AUD000261,DRV001,DRV001_T05,2024-02-06 09:14:00,66.69,0,sharp_turn
AUD000262,DRV001,DRV001_T05,2024-02-06 09:14:30,70.35,0,sharp_turn
AUD000263,DRV001,DRV001_T05,2024-02-06 09:15:00,65.3,0,sharp_turn
AUD000264,DRV001,DRV001_T05,2024-02-06 09:15:30,80.49,0,accelerating
AUD000265,DRV001,DRV001_T05,2024-02-06 09:16:00,75.3,0,accelerating
AUD000266,DRV001,DRV001_T05,2024-02-06 09:16:30,74.07,0,accelerating
AUD000267,DRV001,DRV001_T05,2024-02-06 09:17:00,65.59,0,cruising
AUD000268,DRV001,DRV001_T05,2024-02-06 09:17:30,68.36,0,cruising
AUD000269,DRV001,DRV001_T05,2024-02-06 09:18:00,66.02,0,cruising
AUD000270,DRV001,DRV001_T05,2024-02-06 09:18:30,71.97,0,cruising
AUD000271,DRV001,DRV001_T05,2024-02-06 09:19:00,63.39,0,cruising
AUD000272,DRV001,DRV001_T05,2024-02-06 09:19:30,64.81,0,cruising
AUD000273,DRV001,DRV001_T05,2024-02-06 09:20:00,69.54,0,cruising
AUD000274,DRV001,DRV001_T05,2024-02-06 09:20:30,68.73,0,cruising
AUD000275,DRV001,DRV001_T05,2024-02-06 09:21:00,65.31,0,cruising
AUD000276,DRV001,DRV001_T05,2024-02-06 09:21:30,66.09,0,cruising
AUD000277,DRV001,DRV001_T05,2024-02-06 09:22:00,69.35,0,cruising
AUD000278,DRV001,DRV001_T05,2024-02-06 09:22:30,70.42,0,cruising
AUD000279,DRV001,DRV001_T05,2024-02-06 09:23:00,64.34,0,cruising
AUD000280,DRV001,DRV001_T05,2024-02-06 09:23:30,56.07,0,idle
AUD000281,DRV001,DRV001_T05,2024-02-06 09:24:00,53.35,0,idle
AUD000282,DRV001,DRV001_T06,2024-02-06 09:27:00,51.45,0,idle
AUD000283,DRV001,DRV001_T06,2024-02-06 09:27:30,52.39,0,idle
AUD000284,DRV001,DRV001_T06,2024-02-06 09:28:00,59.79,0,idle
AUD000285,DRV001,DRV001_T06,2024-02-06 09:28:30,100.1,1,idle
AUD000286,DRV001,DRV001_T06,2024-02-06 09:29:00,73.07,0,braking
AUD000287,DRV001,DRV001_T06,2024-02-06 09:29:30,71.96,0,braking
AUD000288,DRV001,DRV001_T06,2024-02-06 09:30:00,69.36,0,braking
AUD000289,DRV001,DRV001_T06,2024-02-06 09:30:30,74.24,0,braking
AUD000290,DRV001,DRV001_T06,2024-02-06 09:31:00,69.46,0,cruising
AUD000291,DRV001,DRV001_T06,2024-02-06 09:31:30,63.12,0,cruising
AUD000292,DRV001,DRV001_T06,2024-02-06 09:32:00,67.57,0,cruising
AUD000293,DRV001,DRV001_T06,2024-02-06 09:32:30,66.31,0,cruising
AUD000294,DRV001,DRV001_T06,2024-02-06 09:33:00,70.61,0,cruising
AUD000295,DRV001,DRV001_T06,2024-02-06 09:33:30,67.07,0,cruising
AUD000296,DRV001,DRV001_T06,2024-02-06 09:34:00,65.66,0,cruising
AUD000297,DRV001,DRV001_T06,2024-02-06 09:34:30,77.15,0,bumpy
AUD000298,DRV001,DRV001_T06,2024-02-06 09:35:00,70.52,0,cruising
AUD000299,DRV001,DRV001_T06,2024-02-06 09:35:30,65.1,0,cruising
AUD000300,DRV001,DRV001_T06,2024-02-06 09:36:00,62.92,0,cruising
AUD000301,DRV001,DRV001_T06,2024-02-06 09:36:30,68.22,0,cruising
AUD000302,DRV001,DRV001_T06,2024-02-06 09:37:00,70.67,0,cruising
AUD000303,DRV001,DRV001_T06,2024-02-06 09:37:30,79.19,0,accelerating
AUD000304,DRV001,DRV001_T06,2024-02-06 09:38:00,77.68,0,accelerating
AUD000305,DRV001,DRV001_T06,2024-02-06 09:38:30,83.13,0,accelerating
AUD000306,DRV001,DRV001_T06,2024-02-06 09:39:00,78.9,0,accelerating
AUD000307,DRV001,DRV001_T06,2024-02-06 09:39:30,61.89,0,cruising
AUD000308,DRV001,DRV001_T06,2024-02-06 09:40:00,66.55,0,cruising
AUD000309,DRV001,DRV001_T06,2024-02-06 09:40:30,68.68,0,cruising
AUD000310,DRV001,DRV001_T06,2024-02-06 09:41:00,65.17,0,cruising
AUD000311,DRV001,DRV001_T06,2024-02-06 09:41:30,75.74,0,braking
AUD000312,DRV001,DRV001_T06,2024-02-06 09:42:00,74.15,0,braking
AUD000313,DRV001,DRV001_T06,2024-02-06 09:42:30,68.08,0,braking
AUD000314,DRV001,DRV001_T06,2024-02-06 09:43:00,73.54,0,bumpy
AUD000315,DRV001,DRV001_T06,2024-02-06 09:43:30,71.22,0,bumpy
AUD000316,DRV001,DRV001_T06,2024-02-06 09:44:00,78.41,0,bumpy
AUD000317,DRV001,DRV001_T06,2024-02-06 09:44:30,65.24,0,cruising
AUD000318,DRV001,DRV001_T06,2024-02-06 09:45:00,66.68,0,cruising
AUD000319,DRV001,DRV001_T06,2024-02-06 09:45:30,65.8,0,cruising
AUD000320,DRV001,DRV001_T06,2024-02-06 09:46:00,64.97,0,cruising
AUD000321,DRV001,DRV001_T06,2024-02-06 09:46:30,68.07,0,cruising
AUD000322,DRV001,DRV001_T06,2024-02-06 09:47:00,62.26,0,cruising
AUD000323,DRV001,DRV001_T06,2024-02-06 09:47:30,64.38,0,cruising
AUD000324,DRV001,DRV001_T06,2024-02-06 09:48:00,65.94,0,cruising
AUD000325,DRV001,DRV001_T06,2024-02-06 09:48:30,69.98,0,cruising
AUD000326,DRV001,DRV001_T06,2024-02-06 09:49:00,68.02,0,cruising
AUD000327,DRV001,DRV001_T06,2024-02-06 09:49:30,67.73,0,cruising
AUD000328,DRV001,DRV001_T06,2024-02-06 09:50:00,67.18,0,cruising
AUD000329,DRV001,DRV001_T06,2024-02-06 09:50:30,54.79,0,idle
AUD000330,DRV001,DRV001_T06,2024-02-06 09:51:00,58.32,0,idle
AUD000331,DRV001,DRV001_T07,2024-02-06 09:56:00,56.33,0,idle
