accel_id,driver_id,trip_id,timestamp,accel_x,accel_y,accel_z,driving_state
ACC000072,DRV001,DRV001_T01,2024-02-06 06:49:45,0.1784,-0.1308,1.4895,bumpy
ACC000073,DRV001,DRV001_T01,2024-02-06 06:50:00,0.0316,0.0187,0.7762,bumpy
ACC000074,DRV001,DRV001_T01,2024-02-06 06:50:15,-0.1669,-1.8148,-0.2491,braking
ACC000075,DRV001,DRV001_T01,2024-02-06 06:50:30,0.1724,-3.5782,0.2491,braking
ACC000076,DRV001,DRV001_T01,2024-02-06 06:50:45,0.3706,-3.2459,0.1184,braking
ACC000077,DRV001,DRV001_T01,2024-02-06 06:51:00,0.0545,-2.0762,-0.1485,braking
ACC000078,DRV001,DRV001_T01,2024-02-06 06:51:15,-0.1716,2.1032,0.1079,accelerating
ACC000079,DRV001,DRV001_T01,2024-02-06 06:51:30,0.1209,3.1591,-0.1488,accelerating
ACC000080,DRV001,DRV001_T01,2024-02-06 06:51:45,-0.0498,2.469,-0.1256,accelerating
ACC000081,DRV001,DRV001_T01,2024-02-06 06:52:00,0.0059,2.7683,0.0252,accelerating
ACC000082,DRV001,DRV001_T01,2024-02-06 06:52:15,0.2735,3.0317,-0.1681,accelerating
ACC000083,DRV001,DRV001_T01,2024-02-06 06:52:30,-0.1465,2.287,-0.1585,accelerating
ACC000084,DRV001,DRV001_T01,2024-02-06 06:52:45,-0.1639,2.5991,-0.0781,accelerating
ACC000085,DRV001,DRV001_T01,2024-02-06 06:53:00,-0.12,3.3866,0.1843,accelerating
ACC000086,DRV001,DRV001_T01,2024-02-06 06:53:15,0.0137,2.377,-0.1127,accelerating
ACC000087,DRV001,DRV001_T01,2024-02-06 06:53:30,-1.7167,-0.4184,-0.074,sharp_turn
ACC000088,DRV001,DRV001_T01,2024-02-06 06:53:45,-1.9631,-0.3715,0.1301,sharp_turn
ACC000089,DRV001,DRV001_T01,2024-02-06 06:54:00,-2.4343,-0.064,0.1774,sharp_turn
ACC000090,DRV001,DRV001_T01,2024-02-06 06:54:15,-2.4256,-0.0956,0.1447,sharp_turn
ACC000091,DRV001,DRV001_T01,2024-02-06 06:54:30,-0.0665,-0.0639,0.107,cruising
ACC000092,DRV001,DRV001_T01,2024-02-06 06:54:45,0.2161,0.2502,0.0129,cruising
ACC000093,DRV001,DRV001_T01,2024-02-06 06:55:00,-0.0567,-0.0616,0.1187,cruising
ACC000094,DRV001,DRV001_T01,2024-02-06 06:55:15,0.1256,0.2115,-0.0936,cruising
ACC000095,DRV001,DRV001_T01,2024-02-06 06:55:30,-0.0772,-0.1807,-0.0693,cruising
ACC000096,DRV001,DRV001_T01,2024-02-06 06:55:45,0.154,-0.2848,0.0422,cruising
ACC000097,DRV001,DRV001_T01,2024-02-06 06:56:00,0.2964,-0.1856,-0.0192,cruising
ACC000098,DRV001,DRV001_T01,2024-02-06 06:56:15,-0.1209,1.5469,0.0974,accelerating
ACC000099,DRV001,DRV001_T01,2024-02-06 06:56:30,0.1243,2.1052,-0.0725,accelerating
ACC000100,DRV001,DRV001_T01,2024-02-06 06:56:45,0.0295,3.39,0.1918,accelerating
ACC000101,DRV001,DRV001_T01,2024-02-06 06:57:00,-0.2821,2.4115,-0.0218,accelerating
ACC000102,DRV001,DRV001_T01,2024-02-06 06:57:15,0.0434,-0.0543,-0.0064,cruising
ACC000103,DRV001,DRV001_T01,2024-02-06 06:57:30,-0.2064,0.0944,0.1432,cruising
ACC000104,DRV001,DRV001_T01,2024-02-06 06:57:45,0.165,0.158,-0.0724,cruising
ACC000105,DRV001,DRV001_T01,2024-02-06 06:58:00,0.0801,-0.1229,0.0896,cruising
ACC000106,DRV001,DRV001_T01,2024-02-06 06:58:15,0.1088,-0.2914,0.1062,cruising
ACC000107,DRV001,DRV001_T01,2024-02-06 06:58:30,-0.2144,-0.3118,0.0186,cruising
ACC000108,DRV001,DRV001_T01,2024-02-06 06:58:45,-0.1521,0.2716,0.0883,cruising
ACC000109,DRV001,DRV001_T01,2024-02-06 06:59:00,0.0212,0.2185,-0.001,cruising
ACC000110,DRV001,DRV001_T01,2024-02-06 06:59:15,-0.2188,0.3774,0.0871,cruising
ACC000111,DRV001,DRV001_T01,2024-02-06 06:59:30,-0.2923,0.1041,0.1364,cruising
ACC000112,DRV001,DRV001_T01,2024-02-06 06:59:45,0.1179,0.2808,0.0721,cruising
ACC000113,DRV001,DRV001_T01,2024-02-06 07:00:00,0.1443,-3.4874,0.011,braking
ACC000114,DRV001,DRV001_T01,2024-02-06 07:00:15,0.1438,-2.0099,0.1571,braking
ACC000115,DRV001,DRV001_T01,2024-02-06 07:00:30,-0.2094,-2.159,0.1802,braking
ACC000116,DRV001,DRV001_T01,2024-02-06 07:00:45,-0.2112,-3.4919,-0.1095,braking
ACC000117,DRV001,DRV001_T01,2024-02-06 07:01:00,-0.1616,-3.1518,0.1773,braking
ACC000118,DRV001,DRV001_T01,2024-02-06 07:01:15,-0.3002,-2.1301,0.2113,braking
ACC000119,DRV001,DRV001_T01,2024-02-06 07:01:30,-0.2077,-2.1478,-0.1894,braking
ACC000120,DRV001,DRV001_T01,2024-02-06 07:01:45,0.3903,-2.7134,-0.256,braking
ACC000121,DRV001,DRV001_T01,2024-02-06 07:02:00,-0.0603,-2.9945,-0.2744,braking
ACC000122,DRV001,DRV001_T01,2024-02-06 07:02:15,-0.331,-3.0463,0.1594,braking
ACC000123,DRV001,DRV001_T01,2024-02-06 07:02:30,-0.3542,-3.6013,-0.0748,braking
ACC000124,DRV001,DRV001_T01,2024-02-06 07:02:45,-0.2991,-3.8674,-0.1618,braking
ACC000125,DRV001,DRV001_T01,2024-02-06 07:03:00,0.2523,-0.3036,-0.4104,bumpy
ACC000126,DRV001,DRV001_T01,2024-02-06 07:03:15,0.0948,0.1987,3.0515,bumpy
ACC000127,DRV001,DRV001_T01,2024-02-06 07:03:30,0.181,0.2422,0.0213,cruising
ACC000128,DRV001,DRV001_T01,2024-02-06 07:03:45,-0.1182,-0.1084,0.1379,cruising
ACC000129,DRV001,DRV001_T01,2024-02-06 07:04:00,2.9238,-0.2698,-0.096,sharp_turn
ACC000130,DRV001,DRV001_T01,2024-02-06 07:04:15,2.6203,-0.146,0.066,sharp_turn
ACC000131,DRV001,DRV001_T01,2024-02-06 07:04:30,-1.816,-0.3576,-0.0353,sharp_turn
ACC000132,DRV001,DRV001_T01,2024-02-06 07:04:45,-2.5967,0.3089,0.0111,sharp_turn
ACC000133,DRV001,DRV001_T01,2024-02-06 07:05:00,-2.3881,0.1589,-0.0356,sharp_turn
ACC000134,DRV001,DRV001_T01,2024-02-06 07:05:15,-2.5248,-0.039,0.0019,sharp_turn
ACC000135,DRV001,DRV001_T01,2024-02-06 07:05:30,-2.1047,0.1948,0.032,sharp_turn
ACC000136,DRV001,DRV001_T01,2024-02-06 07:05:45,-2.2954,-0.0859,0.1008,sharp_turn
ACC000137,DRV001,DRV001_T01,2024-02-06 07:06:00,0.0901,0.0143,0.0717,cruising
ACC000138,DRV001,DRV001_T01,2024-02-06 07:06:15,-0.0498,0.072,-0.017,cruising
ACC000139,DRV001,DRV001_T01,2024-02-06 07:06:30,-0.2834,0.1021,0.1057,cruising
ACC000140,DRV001,DRV001_T01,2024-02-06 07:06:45,-0.0387,3.1236,-0.0311,accelerating
ACC000141,DRV001,DRV001_T01,2024-02-06 07:07:00,-0.0847,2.8061,-0.0408,accelerating
ACC000142,DRV001,DRV001_T01,2024-02-06 07:07:15,-0.1779,2.2271,0.0964,accelerating
ACC000143,DRV001,DRV001_T01,2024-02-06 07:07:30,0.1975,-1.9151,0.2202,braking
ACC000144,DRV001,DRV001_T01,2024-02-06 07:07:45,0.2183,-3.4765,-0.2275,braking
ACC000145,DRV001,DRV001_T01,2024-02-06 07:08:00,-0.1117,-2.9084,0.0054,braking
ACC000146,DRV001,DRV001_T01,2024-02-06 07:08:15,0.1267,-2.1672,-0.2034,braking
ACC000147,DRV001,DRV001_T01,2024-02-06 07:08:30,-0.0462,0.0244,-0.028,idle
ACC000148,DRV001,DRV001_T01,2024-02-06 07:08:45,0.0059,-0.0069,0.0123,idle
ACC000149,DRV001,DRV001_T01,2024-02-06 07:09:00,-0.0134,0.0198,-0.0044,idle
ACC000150,DRV001,DRV001_T01,2024-02-06 07:09:15,-0.0201,0.0404,-0.0158,idle
ACC000151,DRV001,DRV001_T01,2024-02-06 07:09:30,0.2398,-0.0706,0.0146,cruising
ACC000152,DRV001,DRV001_T01,2024-02-06 07:09:45,0.1891,-0.2798,0.0347,cruising
ACC000153,DRV001,DRV001_T01,2024-02-06 07:10:00,-0.1483,-0.1486,0.0698,cruising
ACC000154,DRV001,DRV001_T01,2024-02-06 07:10:15,-0.0042,0.0509,-0.1191,cruising
ACC000155,DRV001,DRV001_T01,2024-02-06 07:10:30,-0.2748,0.0637,0.0606,cruising
ACC000156,DRV001,DRV001_T01,2024-02-06 07:10:45,-0.153,0.0708,-0.1314,cruising
ACC000157,DRV001,DRV001_T01,2024-02-06 07:11:00,0.1469,0.0788,-0.091,cruising
ACC000158,DRV001,DRV001_T01,2024-02-06 07:11:15,0.045,-0.1244,-0.0411,cruising
ACC000159,DRV001,DRV001_T01,2024-02-06 07:11:30,-0.0076,0.1867,-0.0081,cruising
ACC000160,DRV001,DRV001_T01,2024-02-06 07:11:45,-0.0737,-0.1346,-0.1108,cruising
ACC000161,DRV001,DRV001_T01,2024-02-06 07:12:00,-0.2682,0.001,-0.009,cruising
ACC000162,DRV001,DRV001_T01,2024-02-06 07:12:15,0.208,0.3678,-0.1463,cruising
ACC000163,DRV001,DRV001_T01,2024-02-06 07:12:30,0.2748,0.034,0.1147,cruising
ACC000164,DRV001,DRV001_T01,2024-02-06 07:12:45,0.2762,-0.3471,-0.0515,cruising
ACC000165,DRV001,DRV001_T01,2024-02-06 07:13:00,-0.274,0.2158,-0.1168,cruising
ACC000166,DRV001,DRV001_T01,2024-02-06 07:13:15,0.2036,-0.0818,-0.085,cruising
ACC000167,DRV001,DRV001_T01,2024-02-06 07:13:30,0.2538,0.1994,-0.0045,cruising
ACC000168,DRV001,DRV001_T01,2024-02-06 07:13:45,0.1763,-0.2665,0.0569,cruising
ACC000169,DRV001,DRV001_T01,2024-02-06 07:14:00,0.2979,0.107,0.0644,cruising
ACC000170,DRV001,DRV001_T01,2024-02-06 07:14:15,0.2093,-0.1153,-0.1417,cruising
ACC000171,DRV001,DRV001_T01,2024-02-06 07:14:30,0.2793,-0.0816,-0.0553,cruising
ACC000172,DRV001,DRV001_T01,2024-02-06 07:14:45,-0.1868,-0.3882,0.1116,cruising
ACC000173,DRV001,DRV001_T01,2024-02-06 07:15:00,-0.0039,-0.0545,0.0821,cruising
ACC000174,DRV001,DRV001_T01,2024-02-06 07:15:15,-0.2107,-0.0784,-0.0382,cruising
ACC000175,DRV001,DRV001_T01,2024-02-06 07:15:30,-0.1491,-0.1061,0.0367,cruising
ACC000176,DRV001,DRV001_T01,2024-02-06 07:15:45,0.2473,-0.0336,-0.0937,cruising
ACC000177,DRV001,DRV001_T01,2024-02-06 07:16:00,0.0156,-0.014,-0.0218,cruising
ACC000178,DRV001,DRV001_T01,2024-02-06 07:16:15,-0.119,-0.2833,0.0653,cruising
ACC000179,DRV001,DRV001_T01,2024-02-06 07:16:30,0.1651,0.0782,-0.0902,cruising
ACC000180,DRV001,DRV001_T01,2024-02-06 07:16:45,-0.2689,0.2807,-0.0868,cruising
ACC000181,DRV001,DRV001_T01,2024-02-06 07:17:00,-0.2413,-3.308,-0.273,braking
ACC000182,DRV001,DRV001_T02,2024-02-06 07:27:00,0.024,0.0212,0.038,idle
ACC000183,DRV001,DRV001_T02,2024-02-06 07:27:15,-0.0411,-0.002,-0.0673,idle
ACC000184,DRV001,DRV001_T02,2024-02-06 07:27:30,-0.0227,-0.0322,0.0665,idle
ACC000185,DRV001,DRV001_T02,2024-02-06 07:27:45,0.021,-0.266,-0.1075,cruising
ACC000186,DRV001,DRV001_T02,2024-02-06 07:28:00,-0.2629,-0.3056,-0.095,cruising
ACC000187,DRV001,DRV001_T02,2024-02-06 07:28:15,0.0302,-0.0175,0.0522,idle
ACC000188,DRV001,DRV001_T02,2024-02-06 07:28:30,0.0363,-0.049,0.0705,idle
ACC000189,DRV001,DRV001_T02,2024-02-06 07:28:45,-0.0417,-0.0147,-0.0154,idle
ACC000190,DRV001,DRV001_T02,2024-02-06 07:29:00,-0.0278,-0.0464,0.0614,idle
ACC000191,DRV001,DRV001_T02,2024-02-06 07:29:15,0.0471,0.0359,-0.0095,idle
ACC000192,DRV001,DRV001_T02,2024-02-06 07:29:30,-0.0283,-0.0479,0.0527,idle
ACC000193,DRV001,DRV001_T02,2024-02-06 07:29:45,-0.0007,-0.024,-0.0283,idle
ACC000194,DRV001,DRV001_T02,2024-02-06 07:30:00,0.027,-0.0152,0.0292,idle
ACC000195,DRV001,DRV001_T02,2024-02-06 07:30:15,-0.0354,0.0359,0.0156,idle
ACC000196,DRV001,DRV001_T02,2024-02-06 07:30:30,0.0283,-0.0487,0.0536,idle
ACC000197,DRV001,DRV001_T02,2024-02-06 07:30:45,-0.2258,0.3851,-0.054,cruising
ACC000198,DRV001,DRV001_T02,2024-02-06 07:31:00,0.2323,0.2102,0.0879,cruising
ACC000199,DRV001,DRV001_T02,2024-02-06 07:31:15,0.1177,0.2299,0.1323,cruising
ACC000200,DRV001,DRV001_T02,2024-02-06 07:31:30,-0.004,3.3107,-0.1632,accelerating
ACC000201,DRV001,DRV001_T02,2024-02-06 07:31:45,0.1141,1.6598,0.1434,accelerating
ACC000202,DRV001,DRV001_T02,2024-02-06 07:32:00,-0.1008,3.1899,-0.1127,accelerating
ACC000203,DRV001,DRV001_T02,2024-02-06 07:32:15,-0.2338,1.8468,0.1231,accelerating
ACC000204,DRV001,DRV001_T02,2024-02-06 07:32:30,-0.0509,1.7827,-0.1884,accelerating
ACC000205,DRV001,DRV001_T02,2024-02-06 07:32:45,-0.0264,2.9224,0.0804,accelerating
ACC000206,DRV001,DRV001_T02,2024-02-06 07:33:00,-0.0129,2.4027,-0.1551,accelerating
ACC000207,DRV001,DRV001_T02,2024-02-06 07:33:15,0.2024,1.7962,-0.0372,accelerating
ACC000208,DRV001,DRV001_T02,2024-02-06 07:33:30,-0.2174,0.168,0.0745,cruising
ACC000209,DRV001,DRV001_T02,2024-02-06 07:33:45,0.2827,0.0823,-0.0372,cruising
ACC000210,DRV001,DRV001_T02,2024-02-06 07:34:00,0.2181,2.9367,-0.0774,accelerating
ACC000211,DRV001,DRV001_T02,2024-02-06 07:34:15,-0.0174,3.398,0.1773,accelerating
ACC000212,DRV001,DRV001_T02,2024-02-06 07:34:30,0.1113,1.7881,-0.0791,accelerating
ACC000213,DRV001,DRV001_T02,2024-02-06 07:34:45,0.1092,2.8131,-0.1536,accelerating
ACC000214,DRV001,DRV001_T02,2024-02-06 07:35:00,-0.03,1.5638,-0.1936,accelerating
ACC000215,DRV001,DRV001_T02,2024-02-06 07:35:15,-0.0022,-0.0329,0.0125,idle
ACC000216,DRV001,DRV001_T02,2024-02-06 07:35:30,-0.0407,-0.0449,-0.0077,idle
ACC000217,DRV001,DRV001_T02,2024-02-06 07:35:45,0.0017,-0.0489,0.0052,idle
ACC000218,DRV001,DRV001_T02,2024-02-06 07:36:00,0.0089,-0.012,-0.0348,idle
ACC000219,DRV001,DRV001_T02,2024-02-06 07:36:15,0.0405,-0.0201,-0.0323,idle
ACC000220,DRV001,DRV001_T02,2024-02-06 07:36:30,0.0404,0.0005,-0.0357,idle
ACC000221,DRV001,DRV001_T02,2024-02-06 07:36:45,0.1911,1.7992,-0.0072,accelerating
ACC000222,DRV001,DRV001_T02,2024-02-06 07:37:00,0.1206,3.4317,0.0659,accelerating
ACC000223,DRV001,DRV001_T02,2024-02-06 07:37:15,0.2226,1.6429,0.0821,accelerating
ACC000224,DRV001,DRV001_T02,2024-02-06 07:37:30,0.1421,1.7596,0.0173,accelerating
ACC000225,DRV001,DRV001_T02,2024-02-06 07:37:45,0.2628,3.467,0.0567,accelerating
ACC000226,DRV001,DRV001_T02,2024-02-06 07:38:00,0.1042,2.5374,-0.1738,accelerating
ACC000227,DRV001,DRV001_T02,2024-02-06 07:38:15,0.2557,2.5275,-0.1549,accelerating
ACC000228,DRV001,DRV001_T02,2024-02-06 07:38:30,0.2323,-0.2371,-0.065,cruising
ACC000229,DRV001,DRV001_T02,2024-02-06 07:38:45,0.2456,-0.3541,0.023,cruising
ACC000230,DRV001,DRV001_T02,2024-02-06 07:39:00,0.0183,0.2235,0.0387,cruising
ACC000231,DRV001,DRV001_T02,2024-02-06 07:39:15,-0.1966,0.1298,0.0543,cruising
ACC000232,DRV001,DRV001_T02,2024-02-06 07:39:30,-0.2539,-0.1142,-0.1379,cruising
ACC000233,DRV001,DRV001_T02,2024-02-06 07:39:45,0.1353,0.3123,0.0586,cruising
ACC000234,DRV001,DRV001_T02,2024-02-06 07:40:00,-0.2659,-0.1226,0.0115,cruising
ACC000235,DRV001,DRV001_T02,2024-02-06 07:40:15,-0.0741,0.0134,-0.0602,cruising
ACC000236,DRV001,DRV001_T02,2024-02-06 07:40:30,-0.0085,1.7139,-0.1237,accelerating
ACC000237,DRV001,DRV001_T02,2024-02-06 07:40:45,-0.2245,2.8104,-0.0383,accelerating
ACC000238,DRV001,DRV001_T02,2024-02-06 07:41:00,0.1352,2.1481,0.0311,accelerating
ACC000239,DRV001,DRV001_T02,2024-02-06 07:41:15,0.0709,0.1638,1.8171,bumpy
ACC000240,DRV001,DRV001_T02,2024-02-06 07:41:30,-0.108,-0.1669,-3.2839,bumpy
ACC000241,DRV001,DRV001_T02,2024-02-06 07:41:45,-0.391,0.2659,-0.6614,bumpy
ACC000242,DRV001,DRV001_T02,2024-02-06 07:42:00,0.0103,-0.1925,0.0193,cruising
ACC000243,DRV001,DRV001_T02,2024-02-06 07:42:15,0.1846,0.3251,-0.0458,cruising
ACC000244,DRV001,DRV001_T02,2024-02-06 07:42:30,-0.0207,-0.1915,-0.0306,cruising
ACC000245,DRV001,DRV001_T02,2024-02-06 07:42:45,0.109,0.0808,-0.1455,cruising
ACC000246,DRV001,DRV001_T02,2024-02-06 07:43:00,0.2384,0.3043,-0.0178,cruising
ACC000247,DRV001,DRV001_T02,2024-02-06 07:43:15,0.2187,0.0625,-0.1303,cruising
ACC000248,DRV001,DRV001_T02,2024-02-06 07:43:30,-2.599,-0.0968,0.1853,sharp_turn
ACC000249,DRV001,DRV001_T02,2024-02-06 07:43:45,-1.7349,0.0236,-0.1414,sharp_turn
ACC000250,DRV001,DRV001_T02,2024-02-06 07:44:00,-2.3842,0.1615,0.0732,sharp_turn
ACC000251,DRV001,DRV001_T02,2024-02-06 07:44:15,-2.395,-0.0075,-0.042,sharp_turn
ACC000252,DRV001,DRV001_T02,2024-02-06 07:44:30,-2.4868,-0.3985,0.0689,sharp_turn
ACC000253,DRV001,DRV001_T02,2024-02-06 07:44:45,-0.274,-0.247,0.0859,cruising
ACC000254,DRV001,DRV001_T02,2024-02-06 07:45:00,-0.293,0.3811,-0.1233,cruising
ACC000255,DRV001,DRV001_T02,2024-02-06 07:45:15,0.1839,0.1336,0.1148,cruising
ACC000256,DRV001,DRV001_T02,2024-02-06 07:45:30,0.2384,-0.0969,-0.057,cruising
ACC000257,DRV001,DRV001_T02,2024-02-06 07:45:45,-0.1952,0.1183,0.0748,cruising
ACC000258,DRV001,DRV001_T02,2024-02-06 07:46:00,-0.1785,-0.0725,0.0654,cruising
ACC000259,DRV001,DRV001_T02,2024-02-06 07:46:15,-0.0044,-0.0178,-0.1328,cruising
ACC000260,DRV001,DRV001_T02,2024-02-06 07:46:30,0.1139,-0.3637,-0.1124,cruising
ACC000261,DRV001,DRV001_T02,2024-02-06 07:46:45,-0.1771,0.2626,-0.0431,cruising
ACC000262,DRV001,DRV001_T02,2024-02-06 07:47:00,-2.2218,-0.4602,0.1459,sharp_turn
ACC000263,DRV001,DRV001_T02,2024-02-06 07:47:15,-1.9721,-0.3771,0.1151,sharp_turn
ACC000264,DRV001,DRV001_T02,2024-02-06 07:47:30,2.4906,-0.2784,-0.1411,sharp_turn
ACC000265,DRV001,DRV001_T02,2024-02-06 07:47:45,2.3714,0.1208,-0.1289,sharp_turn
ACC000266,DRV001,DRV001_T02,2024-02-06 07:48:00,0.1148,0.2113,0.0451,cruising
